,,,,,,,,,,,,
Date,,Name,Type,url,Holiday year,country,url1,url2,Region,Importance,Description,ImpactID
4 Aug,Sunday,Friendship Day,Observance,https://www.timeanddate.com/holidays/india/friendship-day,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
15 Aug,Thursday,Independence Day,Gazetted Holiday,https://www.timeanddate.com/holidays/india/independence-day,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
15 Aug,Thursday,Parsi New Year,Restricted Holiday,https://www.timeanddate.com/holidays/india/parsi-new-year,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
19 Aug,Monday,Raksha Bandhan (Rakhi),Restricted Holiday,https://www.timeanddate.com/holidays/india/raksha-bandhan,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
26 Aug,Monday,Janmashtami,Gazetted Holiday,https://www.timeanddate.com/holidays/india/janmashtami,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
26 Aug,Monday,Janmashtami (Smarta),Observance,https://www.timeanddate.com/holidays/india/janmashtami-smarta,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
7 Sep,Saturday,Ganesh Chaturthi/Vinayaka Chaturthi,Restricted Holiday,https://www.timeanddate.com/holidays/india/ganesh-chaturthi,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
15 Sep,Sunday,Onam,Restricted Holiday,https://www.timeanddate.com/holidays/india/onam,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
16 Sep,Monday,Milad un-Nabi/Id-e-Milad (Tentative Date),Gazetted Holiday,https://www.timeanddate.com/holidays/india/milad-un-nabi,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
22 Sep,Sunday,September Equinox,Season,https://www.timeanddate.com/calendar/september-equinox.html,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
2 Oct,Wednesday,Mahatma Gandhi Jayanti,Gazetted Holiday,https://www.timeanddate.com/holidays/india/mahatma-gandhi-jayanti,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
3 Oct,Thursday,First Day of Sharad Navratri,"Observance, Hinduism",https://www.timeanddate.com/holidays/india/navratri,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
9 Oct,Wednesday,First Day of Durga Puja Festivities,"Observance, Hinduism",https://www.timeanddate.com/holidays/india/durga-puja,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
10 Oct,Thursday,Maha Saptami,Restricted Holiday,https://www.timeanddate.com/holidays/india/maha-saptami,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
11 Oct,Friday,Maha Navami,Restricted Holiday,https://www.timeanddate.com/holidays/india/maha-navami,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
11 Oct,Friday,Maha Ashtami,Restricted Holiday,https://www.timeanddate.com/holidays/india/maha-ashtami,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
12 Oct,Saturday,Dussehra,Gazetted Holiday,https://www.timeanddate.com/holidays/india/dussehra,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
17 Oct,Thursday,Maharishi Valmiki Jayanti,Restricted Holiday,https://www.timeanddate.com/holidays/india/maharishi-valmeki-jayanti,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
20 Oct,Sunday,Karaka Chaturthi (Karva Chauth),Restricted Holiday,https://www.timeanddate.com/holidays/india/karaka-chaturthi,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
31 Oct,Thursday,Halloween,Observance,https://www.timeanddate.com/holidays/india/halloween,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
31 Oct,Thursday,Naraka Chaturdasi,Restricted Holiday,https://www.timeanddate.com/holidays/india/naraka-chaturdasi,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
31 Oct,Thursday,Diwali/Deepavali,Gazetted Holiday,https://www.timeanddate.com/holidays/india/diwali,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
2 Nov,Saturday,Govardhan Puja,Restricted Holiday,https://www.timeanddate.com/holidays/india/govardhan-puja,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
3 Nov,Sunday,Bhai Duj,Restricted Holiday,https://www.timeanddate.com/holidays/india/bhai-duj,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
7 Nov,Thursday,Chhat Puja (Pratihar Sashthi/Surya Sashthi),Restricted Holiday,https://www.timeanddate.com/holidays/india/chhat-puja,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
15 Nov,Friday,Guru Nanak Jayanti,Gazetted Holiday,https://www.timeanddate.com/holidays/india/guru-nanak-jayanti,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
24 Nov,Sunday,Guru Tegh Bahadur's Martyrdom Day,Restricted Holiday,https://www.timeanddate.com/holidays/india/guru-teg-bahadur-martyrdom-day,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
21 Dec,Saturday,December Solstice,Season,https://www.timeanddate.com/calendar/december-solstice.html,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
24 Dec,Tuesday,Christmas Eve,Restricted Holiday,https://www.timeanddate.com/holidays/india/christmas-eve,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
25 Dec,Wednesday,Christmas,Gazetted Holiday,https://www.timeanddate.com/holidays/india/christmas,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
26 Dec,Thursday,First Day of Hanukkah,Observance,https://www.timeanddate.com/holidays/india/first-day-of-chanukah,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
31 Dec,Tuesday,New Year's Eve,Observance,https://www.timeanddate.com/holidays/india/new-year-eve,2024,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2024,,N/a,,5
1 Jan,Wednesday,New Year's Day,Restricted Holiday,https://www.timeanddate.com/holidays/india/new-year-day,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
2 Jan,Thursday,Last day of Hanukkah,Observance,https://www.timeanddate.com/holidays/india/last-day-of-chanukah,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
13 Jan,Monday,Lohri,Restricted Holiday,https://www.timeanddate.com/holidays/india/lohri,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
14 Jan,Tuesday,Pongal,Restricted Holiday,https://www.timeanddate.com/holidays/india/pongal,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
14 Jan,Tuesday,Makar Sankranti,Restricted Holiday,https://www.timeanddate.com/holidays/india/makar-sankranti,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
14 Jan,Tuesday,Hazarat Ali's Birthday,Restricted Holiday,https://www.timeanddate.com/holidays/india/harazart-ali-birthday,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
26 Jan,Sunday,Republic Day,Gazetted Holiday,https://www.timeanddate.com/holidays/india/republic-day,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
29 Jan,Wednesday,Lunar New Year,Observance,https://www.timeanddate.com/holidays/india/lunar-new-year,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
2 Feb,Sunday,Vasant Panchami,Restricted Holiday,https://www.timeanddate.com/holidays/india/vasant-panchami,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
12 Feb,Wednesday,Guru Ravidas Jayanti,Restricted Holiday,https://www.timeanddate.com/holidays/india/guru-ravidas-jayanti,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
14 Feb,Friday,Valentine's Day,Observance,https://www.timeanddate.com/holidays/india/valentine-day,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
19 Feb,Wednesday,Shivaji Jayanti,Restricted Holiday,https://www.timeanddate.com/holidays/india/shivaji-jayanti,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
23 Feb,Sunday,Maharishi Dayanand Saraswati Jayanti,Restricted Holiday,https://www.timeanddate.com/holidays/india/maharishi-dayanand-saraswati-jayanti,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
26 Feb,Wednesday,Maha Shivaratri/Shivaratri,Gazetted Holiday,https://www.timeanddate.com/holidays/india/maha-shivaratri-shivaratri,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
2 Mar,Sunday,Ramadan Start (Tentative Date),Observance,https://www.timeanddate.com/holidays/india/ramadan-begins,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
13 Mar,Thursday,Holika Dahana,Restricted Holiday,https://www.timeanddate.com/holidays/india/holika-dahana,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
14 Mar,Friday,Holi,Gazetted Holiday,https://www.timeanddate.com/holidays/india/holi,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
14 Mar,Friday,Dolyatra,Restricted Holiday,https://www.timeanddate.com/holidays/india/dolyatra,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
20 Mar,Thursday,March Equinox,Season,https://www.timeanddate.com/calendar/march-equinox.html,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
30 Mar,Sunday,Chaitra Sukhladi,Restricted Holiday,https://www.timeanddate.com/holidays/india/chaitra-sukhladi,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
30 Mar,Sunday,Ugadi,Restricted Holiday,https://www.timeanddate.com/holidays/india/ugadi,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
30 Mar,Sunday,Gudi Padwa,Restricted Holiday,https://www.timeanddate.com/holidays/india/gudi-padwa,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
31 Mar,Monday,Ramzan Id/Eid-ul-Fitar (Tentative Date),Gazetted Holiday,https://www.timeanddate.com/holidays/india/eid-ul-fitar,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
31 Mar,Monday,Ramzan Id/Eid-ul-Fitar (Tentative Date),"Muslim, Common local holiday",https://www.timeanddate.com/holidays/india/eid-ul-fitar,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
31 Mar,Monday,Jamat Ul-Vida (Tentative Date),Restricted Holiday,https://www.timeanddate.com/holidays/india/jamat-ul-vida,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
6 Apr,Sunday,Rama Navami,Gazetted Holiday,https://www.timeanddate.com/holidays/india/rama-navami,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
10 Apr,Thursday,Mahavir Jayanti,Gazetted Holiday,https://www.timeanddate.com/holidays/india/mahavir-jayanti,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
13 Apr,Sunday,First day of Passover,Observance,https://www.timeanddate.com/holidays/india/passover,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
14 Apr,Monday,Vaisakhi,Restricted Holiday,https://www.timeanddate.com/holidays/india/vaisakhi,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
14 Apr,Monday,Ambedkar Jayanti,Observance,https://www.timeanddate.com/holidays/india/ambedkar-jayanti,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
17 Apr,Thursday,Maundy Thursday,"Observance, Christian",https://www.timeanddate.com/holidays/india/maundy-thursday,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
18 Apr,Friday,Good Friday,Gazetted Holiday,https://www.timeanddate.com/holidays/india/good-friday,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
20 Apr,Sunday,Easter Day,Restricted Holiday,https://www.timeanddate.com/holidays/india/easter-day,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
1 May,Thursday,International Worker's Day,Observance,https://www.timeanddate.com/holidays/india/may-day,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
9 May,Friday,Birthday of Rabindranath,Restricted Holiday,https://www.timeanddate.com/holidays/india/rabindranath-birthday,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
11 May,Sunday,Mothers' Day,Observance,https://www.timeanddate.com/holidays/india/mother-day,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
12 May,Monday,Buddha Purnima/Vesak,Gazetted Holiday,https://www.timeanddate.com/holidays/india/buddha-purnima,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
7 Jun,Saturday,Bakrid/Eid ul-Adha (Tentative Date),Gazetted Holiday,https://www.timeanddate.com/holidays/india/eid-ul-adha,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
15 Jun,Sunday,Fathers' Day,Observance,https://www.timeanddate.com/holidays/india/father-day,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
21 Jun,Saturday,June Solstice,Season,https://www.timeanddate.com/calendar/june-solstice.html,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
27 Jun,Friday,Rath Yatra,Restricted Holiday,https://www.timeanddate.com/holidays/india/rath-yatra,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
6 Jul,Sunday,Muharram/Ashura (Tentative Date),Gazetted Holiday,https://www.timeanddate.com/holidays/india/muharram,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
10 Jul,Thursday,Guru Purnima,Observance,https://www.timeanddate.com/holidays/india/guru-purnima,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
3 Aug,Sunday,Friendship Day,Observance,https://www.timeanddate.com/holidays/india/friendship-day,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
9 Aug,Saturday,Raksha Bandhan (Rakhi),Restricted Holiday,https://www.timeanddate.com/holidays/india/raksha-bandhan,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
15 Aug,Friday,Independence Day,Gazetted Holiday,https://www.timeanddate.com/holidays/india/independence-day,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
15 Aug,Friday,Janmashtami (Smarta),Restricted Holiday,https://www.timeanddate.com/holidays/india/janmashtami-smarta,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
15 Aug,Friday,Parsi New Year,Restricted Holiday,https://www.timeanddate.com/holidays/india/parsi-new-year,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
16 Aug,Saturday,Janmashtami,Gazetted Holiday,https://www.timeanddate.com/holidays/india/janmashtami,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
27 Aug,Wednesday,Ganesh Chaturthi/Vinayaka Chaturthi,Restricted Holiday,https://www.timeanddate.com/holidays/india/ganesh-chaturthi,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
5 Sep,Friday,Milad un-Nabi/Id-e-Milad (Tentative Date),Gazetted Holiday,https://www.timeanddate.com/holidays/india/milad-un-nabi,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
5 Sep,Friday,Onam,Restricted Holiday,https://www.timeanddate.com/holidays/india/onam,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
22 Sep,Monday,First Day of Sharad Navratri,"Observance, Hinduism",https://www.timeanddate.com/holidays/india/navratri,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
22 Sep,Monday,September Equinox,Season,https://www.timeanddate.com/calendar/september-equinox.html,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
28 Sep,Sunday,First Day of Durga Puja Festivities,"Observance, Hinduism",https://www.timeanddate.com/holidays/india/durga-puja,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
29 Sep,Monday,Maha Saptami,Restricted Holiday,https://www.timeanddate.com/holidays/india/maha-saptami,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
30 Sep,Tuesday,Maha Ashtami,Restricted Holiday,https://www.timeanddate.com/holidays/india/maha-ashtami,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
1 Oct,Wednesday,Maha Navami,Restricted Holiday,https://www.timeanddate.com/holidays/india/maha-navami,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
2 Oct,Thursday,Mahatma Gandhi Jayanti,Gazetted Holiday,https://www.timeanddate.com/holidays/india/mahatma-gandhi-jayanti,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
2 Oct,Thursday,Dussehra,Gazetted Holiday,https://www.timeanddate.com/holidays/india/dussehra,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
7 Oct,Tuesday,Maharishi Valmiki Jayanti,Restricted Holiday,https://www.timeanddate.com/holidays/india/maharishi-valmeki-jayanti,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
10 Oct,Friday,Karaka Chaturthi (Karva Chauth),Restricted Holiday,https://www.timeanddate.com/holidays/india/karaka-chaturthi,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
20 Oct,Monday,Naraka Chaturdasi,Restricted Holiday,https://www.timeanddate.com/holidays/india/naraka-chaturdasi,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
20 Oct,Monday,Diwali/Deepavali,Gazetted Holiday,https://www.timeanddate.com/holidays/india/diwali,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
22 Oct,Wednesday,Govardhan Puja,Restricted Holiday,https://www.timeanddate.com/holidays/india/govardhan-puja,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
23 Oct,Thursday,Bhai Duj,Restricted Holiday,https://www.timeanddate.com/holidays/india/bhai-duj,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
27 Oct,Monday,Chhat Puja (Pratihar Sashthi/Surya Sashthi),Restricted Holiday,https://www.timeanddate.com/holidays/india/chhat-puja,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
31 Oct,Friday,Halloween,Observance,https://www.timeanddate.com/holidays/india/halloween,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
5 Nov,Wednesday,Guru Nanak Jayanti,Gazetted Holiday,https://www.timeanddate.com/holidays/india/guru-nanak-jayanti,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
24 Nov,Monday,Guru Tegh Bahadur's Martyrdom Day,Restricted Holiday,https://www.timeanddate.com/holidays/india/guru-teg-bahadur-martyrdom-day,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
15 Dec,Monday,First Day of Hanukkah,Observance,https://www.timeanddate.com/holidays/india/first-day-of-chanukah,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
21 Dec,Sunday,December Solstice,Season,https://www.timeanddate.com/calendar/december-solstice.html,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
22 Dec,Monday,Last day of Hanukkah,Observance,https://www.timeanddate.com/holidays/india/last-day-of-chanukah,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
24 Dec,Wednesday,Christmas Eve,Restricted Holiday,https://www.timeanddate.com/holidays/india/christmas-eve,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
25 Dec,Thursday,Christmas,Gazetted Holiday,https://www.timeanddate.com/holidays/india/christmas,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
27 Dec,Saturday,Guru Govind Singh Jayanti,Restricted Holiday,https://www.timeanddate.com/holidays/india/guru-govind-singh-jayanti,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
31 Dec,Wednesday,New Year's Eve,Observance,https://www.timeanddate.com/holidays/india/new-year-eve,2025,india,https://www.timeanddate.com/holidays/india,https://www.timeanddate.com/holidays/india/2025,,N/a,,5
1 Jan,Sunday,New Year's Day,National holiday,https://www.timeanddate.com/holidays/singapore/new-year-day,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
2 Jan,Monday,New Year's Day observed,National holiday,https://www.timeanddate.com/holidays/singapore/new-year-day,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
22 Jan,Sunday,Lunar New Year's Day,National holiday,https://www.timeanddate.com/holidays/singapore/lunar-new-year-day,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
23 Jan,Monday,Second Day of Lunar New Year,National holiday,https://www.timeanddate.com/holidays/singapore/second-day-of-lunar-new-year,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
24 Jan,Tuesday,Day off for Lunar New Year's Day,National holiday,https://www.timeanddate.com/holidays/singapore/lunar-new-year-day,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
5 Feb,Sunday,Thaipusam,Observance,https://www.timeanddate.com/holidays/singapore/thaipusam,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
14 Feb,Tuesday,Valentine's Day,Observance,https://www.timeanddate.com/holidays/sg/valentine-day,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
15 Feb,Wednesday,Total Defense Day,Observance,https://www.timeanddate.com/holidays/singapore/total-defence-day,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
8 Mar,Wednesday,International Women's Day,Observance,https://www.timeanddate.com/holidays/singapore/international-womens-day,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
21 Mar,Tuesday,March Equinox,Season,https://www.timeanddate.com/calendar/march-equinox.html,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
23 Mar,Thursday,Ramadan Start,Observance,https://www.timeanddate.com/holidays/singapore/ramadan-begins,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
1 Apr,Saturday,April Fool's Day,Observance,https://www.timeanddate.com/holidays/singapore/april-fools-day,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
7 Apr,Friday,Good Friday,National holiday,https://www.timeanddate.com/holidays/singapore/good-friday,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
8 Apr,Saturday,Easter Saturday,Observance,https://www.timeanddate.com/holidays/singapore/easter-saturday,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
9 Apr,Sunday,Easter Sunday,Observance,https://www.timeanddate.com/holidays/singapore/easter-sunday,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
22 Apr,Saturday,Hari Raya Puasa,National holiday,https://www.timeanddate.com/holidays/singapore/hari-raya-puasa,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
1 May,Monday,Labour Day,National holiday,https://www.timeanddate.com/holidays/singapore/labour-day,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
14 May,Sunday,Mother's Day,Observance,https://www.timeanddate.com/holidays/singapore/mothers-day,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
18 May,Thursday,International Museum Day,Observance,https://www.timeanddate.com/holidays/singapore/international-museum-day,2023,singapore,https://www.timeanddate.com/holidays/singapore,https://www.timeanddate.com/holidays/singapore/2023,,N/a,,5
